st,cty,sic,empflag,emp,ap,est,s1_4,s5_9,s10_19,s20_49,s50_99,s100_249,s250_499,s500_999,gt1000
72,59,5171,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,52--,,263,2202,46,27,12,4,3,0,0,0,0,0
72,59,5200,A,0,0,3,2,1,0,0,0,0,0,0,0
72,59,5210,A,0,0,1,0,1,0,0,0,0,0,0,0
72,59,5230,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5250,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5300,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5390,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5400,,120,822,12,5,4,1,2,0,0,0,0,0
72,59,5410,B,0,0,5,2,1,1,1,0,0,0,0,0
72,59,5460,,58,297,6,2,3,0,1,0,0,0,0,0
72,59,5490,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5500,,33,287,8,4,3,1,0,0,0,0,0,0
72,59,5530,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,5540,B,0,0,6,2,3,1,0,0,0,0,0,0
72,59,5600,,5,48,3,3,0,0,0,0,0,0,0,0
72,59,5630,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5640,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5650,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5700,A,0,0,2,1,1,0,0,0,0,0,0,0
72,59,5710,A,0,0,2,1,1,0,0,0,0,0,0,0
72,59,5712,A,0,0,2,1,1,0,0,0,0,0,0,0
72,59,5800,,53,495,9,6,1,1,1,0,0,0,0,0
72,59,5812,B,0,0,7,4,1,1,1,0,0,0,0,0
72,59,5813,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,5900,,30,351,8,5,2,1,0,0,0,0,0,0
72,59,5910,,16,204,4,2,2,0,0,0,0,0,0,0
72,59,5940,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,5943,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5944,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5980,A,0,0,1,0,0,1,0,0,0,0,0,0
72,59,5984,A,0,0,1,0,0,1,0,0,0,0,0,0
72,59,5990,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,5992,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,60--,B,0,0,5,2,1,1,1,0,0,0,0,0
72,59,6000,A,0,0,1,0,0,1,0,0,0,0,0,0
72,59,6020,A,0,0,1,0,0,1,0,0,0,0,0,0
72,59,6100,B,0,0,2,0,1,0,1,0,0,0,0,0
72,59,6140,B,0,0,2,0,1,0,1,0,0,0,0,0
72,59,6500,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,6510,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,6530,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,70--,,311,3887,31,22,4,1,2,1,1,0,0,0
72,59,7000,B,0,0,1,0,0,0,0,1,0,0,0,0
72,59,7010,B,0,0,1,0,0,0,0,1,0,0,0,0
72,59,7200,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,7260,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,7300,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,7380,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,7381,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,7500,A,0,0,3,3,0,0,0,0,0,0,0,0
72,59,7530,A,0,0,3,3,0,0,0,0,0,0,0,0
72,59,7538,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,7539,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,7600,A,0,0,2,1,1,0,0,0,0,0,0,0
72,59,7640,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,7690,A,0,0,1,0,1,0,0,0,0,0,0,0
72,59,7699,A,0,0,1,0,1,0,0,0,0,0,0,0
72,59,7900,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,7990,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,7999,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8000,B,0,0,11,9,2,0,0,0,0,0,0,0
72,59,8010,,11,78,6,6,0,0,0,0,0,0,0,0
72,59,8020,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8040,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8049,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8070,A,0,0,2,0,2,0,0,0,0,0,0,0
72,59,8071,A,0,0,2,0,2,0,0,0,0,0,0,0
72,59,8080,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8100,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8200,B,0,0,1,0,0,0,1,0,0,0,0,0
72,59,8220,B,0,0,1,0,0,0,1,0,0,0,0,0
72,59,8300,,15,100,3,2,1,0,0,0,0,0,0,0
72,59,8360,A,0,0,2,2,0,0,0,0,0,0,0,0
72,59,8390,A,0,0,1,0,1,0,0,0,0,0,0,0
72,59,8600,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8660,A,0,0,1,1,0,0,0,0,0,0,0,0
72,59,8700,,158,2650,4,1,0,1,1,0,1,0,0,0
72,59,8730,A,0,0,1,0,0,1,0,0,0,0,0,0
72,59,8734,A,0,0,1,0,0,1,0,0,0,0,0,0
72,59,8740,C,0,0,3,1,0,0,1,0,1,0,0,0
72,59,8741,C,0,0,1,0,0,0,0,0,1,0,0,0
72,59,8748,B,0,0,2,1,0,0,1,0,0,0,0,0
72,59,99--,A,0,0,4,3,1,0,0,0,0,0,0,0
72,61,----,,32007,651008,1661,888,264,218,146,84,45,10,4,2
72,61,07--,B,0,0,10,5,3,0,2,0,0,0,0,0
72,61,700,B,0,0,10,5,3,0,2,0,0,0,0,0
72,61,740,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,780,,85,677,8,4,2,0,2,0,0,0,0,0
72,61,10--,B,0,0,2,0,0,0,2,0,0,0,0,0
72,61,1400,B,0,0,2,0,0,0,2,0,0,0,0,0
72,61,1440,B,0,0,2,0,0,0,2,0,0,0,0,0
72,61,1442,B,0,0,2,0,0,0,2,0,0,0,0,0
72,61,15--,,7281,125736,126,40,16,19,21,15,7,5,2,1
72,61,1500,,4830,79159,52,13,6,5,11,7,3,5,1,1
72,61,1510,,4627,76844,47,13,6,4,8,6,3,5,1,1
72,61,1530,,203,2315,5,0,0,1,3,1,0,0,0,0
72,61,1600,,1404,30280,15,3,2,3,1,2,3,0,1,0
72,61,1610,F,0,0,7,2,1,1,1,0,1,0,1,0
72,61,1620,F,0,0,8,1,1,2,0,2,2,0,0,0
72,61,1700,,1047,16297,59,24,8,11,9,6,1,0,0,0
72,61,1710,,372,6889,17,4,3,4,4,2,0,0,0,0
72,61,1720,,30,431,4,2,0,2,0,0,0,0,0,0
72,61,1730,,197,3724,16,9,4,0,1,2,0,0,0,0
72,61,1740,,186,2197,4,0,0,2,1,0,1,0,0,0
72,61,1742,C,0,0,3,0,0,1,1,0,1,0,0,0
72,61,1743,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,1750,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,1751,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,1760,,4,42,3,3,0,0,0,0,0,0,0,0
72,61,1770,B,0,0,3,2,0,0,1,0,0,0,0,0
72,61,1790,,232,2668,11,3,1,3,2,2,0,0,0,0
72,61,1791,,87,865,3,0,0,1,1,1,0,0,0,0
72,61,1794,B,0,0,2,1,0,0,0,1,0,0,0,0
72,61,1796,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,1799,,54,663,5,2,1,1,1,0,0,0,0,0
72,61,20--,,4271,119897,69,16,7,22,9,7,4,3,0,1
72,61,2000,,999,27224,11,1,1,2,2,2,2,1,0,0
72,61,2030,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,2038,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,2040,E,0,0,3,0,0,0,0,1,2,0,0,0
72,61,2041,C,0,0,1,0,0,0,0,0,1,0,0,0
72,61,2044,C,0,0,1,0,0,0,0,0,1,0,0,0
72,61,2048,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,2050,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2052,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2060,B,0,0,2,0,1,0,0,1,0,0,0,0
72,61,2064,B,0,0,2,0,1,0,0,1,0,0,0,0
72,61,2090,F,0,0,4,1,0,1,1,0,0,1,0,0
72,61,2092,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,2095,B,0,0,2,0,0,1,1,0,0,0,0,0
72,61,2096,E,0,0,1,0,0,0,0,0,0,1,0,0
72,61,2100,E,0,0,1,0,0,0,0,0,0,1,0,0
72,61,2110,E,0,0,1,0,0,0,0,0,0,1,0,0
72,61,2300,,578,5281,6,2,0,2,1,0,0,1,0,0
72,61,2320,F,0,0,3,1,0,0,1,0,0,1,0,0
72,61,2321,B,0,0,2,1,0,0,1,0,0,0,0,0
72,61,2322,E,0,0,1,0,0,0,0,0,0,1,0,0
72,61,2330,B,0,0,2,0,0,2,0,0,0,0,0,0
72,61,2335,B,0,0,2,0,0,2,0,0,0,0,0,0
72,61,2390,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,2395,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,2400,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,2430,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,2434,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,2500,,81,736,6,3,0,2,0,1,0,0,0,0
72,61,2510,,81,736,6,3,0,2,0,1,0,0,0,0
72,61,2511,,17,243,3,2,0,1,0,0,0,0,0,0
72,61,2512,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2514,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,2515,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,2600,C,0,0,2,0,0,0,1,0,1,0,0,0
72,61,2650,C,0,0,2,0,0,0,1,0,1,0,0,0
72,61,2653,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,2657,C,0,0,1,0,0,0,0,0,1,0,0,0
72,61,2700,,1483,50247,9,1,0,3,2,1,1,0,0,1
72,61,2710,G,0,0,3,1,0,0,0,0,1,0,0,1
72,61,2720,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2740,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2750,C,0,0,3,0,0,1,1,1,0,0,0,0
72,61,2752,C,0,0,2,0,0,0,1,1,0,0,0,0
72,61,2754,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2780,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,2782,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,2800,,88,1152,3,0,0,2,0,1,0,0,0,0
72,61,2840,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2841,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2850,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,2890,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,2891,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,3000,B,0,0,3,1,0,2,0,0,0,0,0,0
72,61,3080,B,0,0,3,1,0,2,0,0,0,0,0,0
72,61,3089,B,0,0,3,1,0,2,0,0,0,0,0,0
72,61,3100,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3190,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3200,,62,1277,5,2,1,1,1,0,0,0,0,0
72,61,3260,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,3269,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,3270,B,0,0,3,1,1,0,1,0,0,0,0,0
72,61,3271,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,3273,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,3280,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3300,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3390,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3399,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3400,,120,2538,6,1,1,3,0,1,0,0,0,0
72,61,3440,C,0,0,5,1,1,2,0,1,0,0,0,0
72,61,3441,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,3444,A,0,0,2,0,1,1,0,0,0,0,0,0
72,61,3446,B,0,0,2,1,0,1,0,0,0,0,0,0
72,61,3450,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3451,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3500,B,0,0,2,0,0,1,1,0,0,0,0,0
72,61,3550,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3556,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3580,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,3585,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,3600,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,3640,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,3643,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,3700,B,0,0,2,0,0,1,1,0,0,0,0,0
72,61,3710,B,0,0,2,0,0,1,1,0,0,0,0,0
72,61,3711,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3714,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,3800,A,0,0,3,2,0,1,0,0,0,0,0,0
72,61,3820,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3825,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,3850,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,3860,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,3900,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,3990,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,3993,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,399\,C,0,0,3,0,2,0,0,1,0,0,0,0
72,61,40--,,871,26791,54,24,14,10,1,2,3,0,0,0
72,61,4100,B,0,0,2,0,1,1,0,0,0,0,0,0
72,61,4150,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,4170,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,4200,,165,2685,21,11,4,5,0,1,0,0,0,0
72,61,4210,,91,1535,17,9,4,4,0,0,0,0,0,0
72,61,4220,,74,1150,4,2,0,1,0,1,0,0,0,0
72,61,4222,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,4225,A,0,0,3,2,0,1,0,0,0,0,0,0
72,61,4400,B,0,0,4,1,3,0,0,0,0,0,0,0
72,61,4410,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,4490,A,0,0,3,1,2,0,0,0,0,0,0,0
72,61,4491,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,4493,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,4500,C,0,0,3,1,1,0,0,0,1,0,0,0
72,61,4510,C,0,0,3,1,1,0,0,0,1,0,0,0
72,61,4700,,34,520,11,7,4,0,0,0,0,0,0,0
72,61,4720,,31,428,8,4,4,0,0,0,0,0,0,0
72,61,4724,B,0,0,7,4,3,0,0,0,0,0,0,0
72,61,4729,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,4730,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,4780,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,4800,,459,17545,11,4,0,3,1,1,2,0,0,0
72,61,4810,C,0,0,5,2,0,1,1,1,0,0,0,0
72,61,4812,,21,391,3,2,0,1,0,0,0,0,0,0
72,61,4813,C,0,0,2,0,0,0,1,1,0,0,0,0
72,61,4830,E,0,0,4,2,0,0,0,0,2,0,0,0
72,61,4840,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,4890,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,4900,A,0,0,2,0,1,1,0,0,0,0,0,0
72,61,4910,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,4950,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,50--,,4569,153771,181,72,23,27,29,19,11,0,0,0
72,61,5000,,1792,72335,85,35,11,12,18,5,4,0,0,0
72,61,5010,C,0,0,6,1,0,1,3,0,1,0,0,0
72,61,5012,C,0,0,3,0,0,1,1,0,1,0,0,0
72,61,5013,B,0,0,2,1,0,0,1,0,0,0,0,0
72,61,5015,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5020,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5023,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5030,,76,1480,7,3,1,2,1,0,0,0,0,0
72,61,5031,,38,649,3,1,1,0,1,0,0,0,0,0
72,61,5032,,38,831,4,2,0,2,0,0,0,0,0,0
72,61,5040,,546,16132,21,9,1,3,4,2,2,0,0,0
72,61,5044,C,0,0,7,4,0,0,2,1,0,0,0,0
72,61,5045,,234,6229,6,0,1,3,0,1,1,0,0,0
72,61,5047,,179,6944,7,4,0,0,2,0,1,0,0,0
72,61,5049,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5050,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5051,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5060,,327,5833,13,7,2,1,2,0,1,0,0,0
72,61,5063,A,0,0,5,5,0,0,0,0,0,0,0,0
72,61,5064,C,0,0,1,0,0,0,0,0,1,0,0,0
72,61,5065,,75,3434,7,2,2,1,2,0,0,0,0,0
72,61,5070,,219,6397,12,5,2,2,1,2,0,0,0,0
72,61,5072,C,0,0,10,5,2,1,1,1,0,0,0,0
72,61,5075,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,5078,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,5080,,279,7536,17,6,4,1,5,1,0,0,0,0
72,61,5084,E,0,0,15,5,4,0,5,1,0,0,0,0
72,61,5087,A,0,0,2,1,0,1,0,0,0,0,0,0
72,61,5090,B,0,0,7,3,1,2,1,0,0,0,0,0
72,61,5091,B,0,0,2,0,1,1,0,0,0,0,0,0
72,61,5093,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5099,B,0,0,4,3,0,1,0,0,0,0,0,0
72,61,5100,,2526,71990,92,37,11,15,10,13,6,0,0,0
72,61,5110,,156,3292,6,2,0,2,1,1,0,0,0,0
72,61,5111,C,0,0,2,0,0,0,1,1,0,0,0,0
72,61,5112,B,0,0,4,2,0,2,0,0,0,0,0,0
72,61,5120,,672,25743,17,4,1,3,3,4,2,0,0,0
72,61,5130,,10,179,5,4,1,0,0,0,0,0,0,0
72,61,5131,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5136,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,5137,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5139,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,5140,,881,19484,30,13,4,3,2,6,2,0,0,0
72,61,5141,,460,10163,11,4,2,1,0,2,2,0,0,0
72,61,5142,,145,3343,3,0,1,0,0,2,0,0,0,0
72,61,5143,B,0,0,2,1,0,0,1,0,0,0,0,0
72,61,5145,B,0,0,3,1,0,1,0,1,0,0,0,0
72,61,5146,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5147,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5148,A,0,0,2,1,0,1,0,0,0,0,0,0
72,61,5149,,128,2539,7,4,1,0,1,1,0,0,0,0
72,61,5150,A,0,0,2,1,0,1,0,0,0,0,0,0
72,61,5153,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5159,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,5160,,113,3817,11,5,2,3,1,0,0,0,0,0
72,61,5162,,36,1394,3,0,1,2,0,0,0,0,0,0
72,61,5169,,77,2423,8,5,1,1,1,0,0,0,0,0
72,61,5170,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5171,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5180,C,0,0,3,0,1,1,0,0,1,0,0,0
72,61,5181,C,0,0,1,0,0,0,0,0,1,0,0,0
72,61,5182,B,0,0,2,0,1,1,0,0,0,0,0,0
72,61,5190,,435,10495,17,8,2,2,2,2,1,0,0,0
72,61,5191,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,5192,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5194,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,5198,A,0,0,4,3,1,0,0,0,0,0,0,0
72,61,5199,,354,7717,10,4,0,2,2,1,1,0,0,0
72,61,519\,,251,9446,4,0,1,0,1,1,1,0,0,0
72,61,52--,,5823,74194,455,223,91,70,46,18,7,0,0,0
72,61,5200,,280,3806,30,15,9,2,4,0,0,0,0,0
72,61,5210,,62,631,6,5,0,0,1,0,0,0,0,0
72,61,5230,,61,817,5,3,1,0,1,0,0,0,0,0
72,61,5250,,129,1952,14,5,5,2,2,0,0,0,0,0
72,61,5260,,28,406,5,2,3,0,0,0,0,0,0,0
72,61,5300,,168,2181,6,2,0,1,2,1,0,0,0,0
72,61,5310,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,5330,B,0,0,2,0,0,1,1,0,0,0,0,0
72,61,5390,B,0,0,3,2,0,0,1,0,0,0,0,0
72,61,5400,,1127,10893,56,30,4,12,4,3,3,0,0,0
72,61,5410,,867,8732,25,13,0,5,1,3,3,0,0,0
72,61,5420,A,0,0,4,3,0,1,0,0,0,0,0,0
72,61,5430,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5440,,9,86,3,3,0,0,0,0,0,0,0,0
72,61,5450,,34,258,4,2,0,2,0,0,0,0,0,0
72,61,5460,,173,1486,17,7,4,4,2,0,0,0,0,0
72,61,5490,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,5500,,630,8609,65,37,12,10,3,2,1,0,0,0
72,61,5510,B,0,0,5,1,1,2,1,0,0,0,0,0
72,61,5530,,352,5587,28,18,4,2,1,2,1,0,0,0
72,61,5540,,206,2286,30,16,7,6,1,0,0,0,0,0
72,61,5550,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5560,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5600,,620,7686,80,38,23,15,2,2,0,0,0,0
72,61,5610,,101,1101,13,6,3,4,0,0,0,0,0,0
72,61,5620,,254,2357,21,10,2,6,2,1,0,0,0,0
72,61,5630,,22,213,6,4,1,1,0,0,0,0,0,0
72,61,5640,,26,294,9,7,2,0,0,0,0,0,0,0
72,61,5650,,71,822,9,2,4,3,0,0,0,0,0,0
72,61,5660,,130,2694,18,7,10,0,0,1,0,0,0,0
72,61,5690,,16,205,4,2,1,1,0,0,0,0,0,0
72,61,5700,,252,4432,36,20,9,6,0,1,0,0,0,0
72,61,5710,,101,1321,17,11,2,4,0,0,0,0,0,0
72,61,5712,,45,606,11,9,1,1,0,0,0,0,0,0
72,61,5713,B,0,0,3,1,1,1,0,0,0,0,0,0
72,61,5719,B,0,0,3,1,0,2,0,0,0,0,0,0
72,61,5720,,72,1085,4,1,2,0,0,1,0,0,0,0
72,61,5730,,79,2026,15,8,5,2,0,0,0,0,0,0
72,61,5731,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,5734,,40,1454,8,4,3,1,0,0,0,0,0,0
72,61,5735,,14,215,4,3,1,0,0,0,0,0,0,0
72,61,5736,A,0,0,2,1,0,1,0,0,0,0,0,0
72,61,5800,,1584,14491,99,37,18,13,24,6,1,0,0,0
72,61,5812,,1565,14196,93,33,16,13,24,6,1,0,0,0
72,61,5813,,19,295,6,4,2,0,0,0,0,0,0,0
72,61,5900,,669,9083,76,43,16,9,6,2,0,0,0,0
72,61,5910,,245,3486,17,3,7,4,2,1,0,0,0,0
72,61,5920,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,5940,,197,2360,29,19,5,2,3,0,0,0,0,0
72,61,5941,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,5942,B,0,0,3,2,0,0,1,0,0,0,0,0
72,61,5943,,57,1041,5,2,0,2,1,0,0,0,0,0
72,61,5944,,10,141,6,6,0,0,0,0,0,0,0,0
72,61,5946,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,5947,,59,660,6,2,3,0,1,0,0,0,0,0
72,61,5948,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5949,,7,79,5,5,0,0,0,0,0,0,0,0
72,61,5960,,6,72,4,4,0,0,0,0,0,0,0,0
72,61,5962,A,0,0,3,3,0,0,0,0,0,0,0,0
72,61,5963,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,5980,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,5984,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,5990,,214,3056,22,13,4,3,1,1,0,0,0,0
72,61,5992,A,0,0,2,1,1,0,0,0,0,0,0,0
72,61,5994,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,5995,B,0,0,8,6,1,0,0,1,0,0,0,0
72,61,5999,,72,1086,11,6,2,3,0,0,0,0,0,0
72,61,599\,,493,13013,7,1,0,2,1,1,2,0,0,0
72,61,60--,,1400,30137,109,65,15,17,7,3,1,1,0,0
72,61,6000,,600,13563,18,4,3,8,2,0,0,1,0,0
72,61,6010,B,0,0,1,0,0,0,1,0,0,0,0,0
72,61,6020,F,0,0,13,1,3,7,1,0,0,1,0,0
72,61,6060,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,6090,A,0,0,3,2,0,1,0,0,0,0,0,0
72,61,6100,,214,6029,10,5,1,0,2,2,0,0,0,0
72,61,6140,C,0,0,3,1,1,0,0,1,0,0,0,0
72,61,6150,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,6160,C,0,0,6,3,0,0,2,1,0,0,0,0
72,61,6200,A,0,0,3,3,0,0,0,0,0,0,0,0
72,61,6210,A,0,0,2,2,0,0,0,0,0,0,0,0
72,61,6280,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,6300,,111,4502,4,1,0,2,0,1,0,0,0,0
72,61,6320,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,6321,A,0,0,1,0,0,1,0,0,0,0,0,0
72,61,6330,A,0,0,2,1,0,1,0,0,0,0,0,0
72,61,6390,B,0,0,1,0,0,0,0,1,0,0,0,0
72,61,6400,B,0,0,8,5,2,1,0,0,0,0,0,0
72,61,6500,,428,4645,63,46,7,6,3,0,1,0,0,0
72,61,6510,,74,982,19,14,4,1,0,0,0,0,0,0
72,61,6530,,196,2869,36,27,2,4,3,0,0,0,0,0
72,61,6550,,158,794,8,5,1,1,0,0,1,0,0,0
72,61,6552,,158,794,8,5,1,1,0,0,1,0,0,0
72,61,6700,A,0,0,3,1,2,0,0,0,0,0,0,0
72,61,6710,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,6730,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,6733,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,6790,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,6794,A,0,0,1,0,1,0,0,0,0,0,0,0
72,61,70--,,7559,116147,583,374,93,52,29,20,12,1,2,0
72,61,7000,B,0,0,2,0,1,0,1,0,0,0,0,0
72,61,7010,B,0,0,2,0,1,0,1,0,0,0,0,0
72,61,7200,,291,2921,47,29,9,6,3,0,0,0,0,0
72,61,7210,,116,1222,18,10,4,2,2,0,0,0,0,0
72,61,7211,,64,686,8,5,1,0,2,0,0,0,0,0
72,61,7212,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,7215,A,0,0,1,1,0,0,0,0,0,0,0,0
72,61,7216,,47,476,7,3,2,2,0,0,0,0,0,0
