st,cty,sic,empflag,emp,ap,est,s1_4,s5_9,s10_19,s20_49,s50_99,s100_249,s250_499,s500_999,gt1000
72,5,3143,,912,12432,4,0,0,0,0,1,1,2,0,0
72,5,3200,B,0,0,2,0,1,1,0,0,0,0,0,0
72,5,3270,B,0,0,2,0,1,1,0,0,0,0,0,0
72,5,3271,B,0,0,2,0,1,1,0,0,0,0,0,0
72,5,3400,,46,645,5,2,2,0,1,0,0,0,0,0
72,5,3440,B,0,0,4,2,1,0,1,0,0,0,0,0
72,5,3442,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,3444,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,3446,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,3460,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,3469,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,3500,G,0,0,4,1,0,0,1,0,0,1,0,1
72,5,3570,G,0,0,3,1,0,0,0,0,0,1,0,1
72,5,3572,G,0,0,2,0,0,0,0,0,0,1,0,1
72,5,3575,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,3580,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,3585,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,3600,,1471,33812,5,0,0,0,1,0,2,0,2,0
72,5,3660,F,0,0,2,0,0,0,1,0,0,0,1,0
72,5,3661,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,3669,F,0,0,1,0,0,0,0,0,0,0,1,0
72,5,3670,F,0,0,3,0,0,0,0,0,2,0,1,0
72,5,3679,F,0,0,3,0,0,0,0,0,2,0,1,0
72,5,3800,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,3840,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,3841,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,3900,E,0,0,3,1,1,0,0,0,0,1,0,0
72,5,3960,E,0,0,2,0,1,0,0,0,0,1,0,0
72,5,3961,E,0,0,2,0,1,0,0,0,0,1,0,0
72,5,3990,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,3993,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,40--,,465,8212,21,12,2,1,2,3,1,0,0,0
72,5,4200,B,0,0,5,1,2,0,2,0,0,0,0,0
72,5,4210,B,0,0,4,1,2,0,1,0,0,0,0,0
72,5,4220,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,4225,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,4500,,242,4339,5,3,0,0,0,1,1,0,0,0
72,5,4510,B,0,0,3,2,0,0,0,1,0,0,0,0
72,5,4520,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,4580,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,4700,,78,1740,9,8,0,0,0,1,0,0,0,0
72,5,4720,A,0,0,7,7,0,0,0,0,0,0,0,0
72,5,4724,A,0,0,6,6,0,0,0,0,0,0,0,0
72,5,4729,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,4730,B,0,0,2,1,0,0,0,1,0,0,0,0
72,5,4800,B,0,0,2,0,0,1,0,1,0,0,0,0
72,5,4830,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,4840,B,0,0,1,0,0,0,0,1,0,0,0,0
72,5,50--,,244,3518,28,17,6,2,1,2,0,0,0,0
72,5,5000,,115,1394,9,4,2,2,0,1,0,0,0,0
72,5,5010,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,5013,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,5020,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5021,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5030,B,0,0,2,0,0,1,0,1,0,0,0,0
72,5,5039,B,0,0,2,0,0,1,0,1,0,0,0,0
72,5,5050,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5051,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5060,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5065,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5080,A,0,0,2,1,1,0,0,0,0,0,0,0
72,5,5084,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5085,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,5090,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,5092,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,5100,,129,2124,19,13,4,0,1,1,0,0,0,0
72,5,5120,B,0,0,3,1,1,0,1,0,0,0,0,0
72,5,5130,,4,34,4,4,0,0,0,0,0,0,0,0
72,5,5131,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,5136,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5137,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5140,,73,1567,4,1,2,0,0,1,0,0,0,0
72,5,5141,A,0,0,3,1,2,0,0,0,0,0,0,0
72,5,5149,B,0,0,1,0,0,0,0,1,0,0,0,0
72,5,5170,,13,197,6,5,1,0,0,0,0,0,0,0
72,5,5171,A,0,0,3,3,0,0,0,0,0,0,0,0
72,5,5172,A,0,0,3,2,1,0,0,0,0,0,0,0
72,5,5180,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5182,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5190,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5199,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,52--,,2810,25660,275,168,40,35,22,5,5,0,0,0
72,5,5200,,141,1199,23,17,2,2,2,0,0,0,0,0
72,5,5210,,52,408,6,5,0,0,1,0,0,0,0,0
72,5,5230,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,5250,,70,618,13,9,2,1,1,0,0,0,0,0
72,5,5260,A,0,0,2,1,0,1,0,0,0,0,0,0
72,5,5300,,392,3265,11,4,1,1,4,0,1,0,0,0
72,5,5310,C,0,0,1,0,0,0,0,0,1,0,0,0
72,5,5330,B,0,0,5,1,1,1,2,0,0,0,0,0
72,5,5390,B,0,0,5,3,0,0,2,0,0,0,0,0
72,5,5400,,610,4365,33,23,1,2,2,3,2,0,0,0
72,5,5410,,569,4073,16,7,0,2,2,3,2,0,0,0
72,5,5420,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5440,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5450,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5460,,25,177,9,8,1,0,0,0,0,0,0,0
72,5,5490,,12,95,5,5,0,0,0,0,0,0,0,0
72,5,5500,,230,2390,47,36,5,4,1,1,0,0,0,0
72,5,5510,,60,489,6,2,1,2,1,0,0,0,0,0
72,5,5520,,14,136,7,7,0,0,0,0,0,0,0,0
72,5,5530,,82,965,13,11,1,0,0,1,0,0,0,0
72,5,5540,,74,800,21,16,3,2,0,0,0,0,0,0
72,5,5600,,243,2089,35,15,9,10,1,0,0,0,0,0
72,5,5610,,46,407,8,4,3,1,0,0,0,0,0,0
72,5,5620,,74,599,9,4,1,3,1,0,0,0,0,0
72,5,5630,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5640,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,5650,,30,223,4,1,2,1,0,0,0,0,0,0
72,5,5660,,84,806,11,3,3,5,0,0,0,0,0,0
72,5,5700,,296,4364,21,10,6,3,1,0,1,0,0,0
72,5,5710,,218,3636,9,3,5,0,0,0,1,0,0,0
72,5,5712,C,0,0,8,3,4,0,0,0,1,0,0,0
72,5,5713,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,5720,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,5730,B,0,0,10,5,1,3,1,0,0,0,0,0
72,5,5731,,11,142,4,3,1,0,0,0,0,0,0,0
72,5,5734,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,5735,A,0,0,2,1,0,1,0,0,0,0,0,0
72,5,5736,,24,249,3,1,0,2,0,0,0,0,0,0
72,5,5800,,666,4850,62,31,10,10,10,0,1,0,0,0
72,5,5812,,630,4638,57,30,8,8,10,0,1,0,0,0
72,5,5813,,36,212,5,1,2,2,0,0,0,0,0,0
72,5,5900,,232,3138,43,32,6,3,1,1,0,0,0,0
72,5,5910,,142,2038,15,8,4,1,1,1,0,0,0,0
72,5,5920,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5940,,57,645,18,15,2,1,0,0,0,0,0,0
72,5,5942,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,5943,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5944,,13,116,4,3,1,0,0,0,0,0,0,0
72,5,5945,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,5946,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,5947,,9,77,5,5,0,0,0,0,0,0,0,0
72,5,5949,,13,123,3,2,1,0,0,0,0,0,0,0
72,5,5980,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5984,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5990,B,0,0,8,7,0,1,0,0,0,0,0,0
72,5,5992,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,5995,,19,338,5,4,0,1,0,0,0,0,0,0
72,5,5999,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,60--,,266,4320,35,16,8,8,3,0,0,0,0,0
72,5,6000,B,0,0,5,0,2,3,0,0,0,0,0,0
72,5,6020,B,0,0,4,0,1,3,0,0,0,0,0,0
72,5,6090,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,6100,,58,956,8,3,4,0,1,0,0,0,0,0
72,5,6140,B,0,0,5,1,3,0,1,0,0,0,0,0
72,5,6160,A,0,0,3,2,1,0,0,0,0,0,0,0
72,5,6300,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,6330,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,6400,A,0,0,5,4,0,1,0,0,0,0,0,0
72,5,6500,,110,1338,15,9,2,2,2,0,0,0,0,0
72,5,6510,A,0,0,3,1,2,0,0,0,0,0,0,0
72,5,6530,,53,430,8,6,0,1,1,0,0,0,0,0
72,5,6550,B,0,0,4,2,0,1,1,0,0,0,0,0
72,5,6552,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,6553,B,0,0,2,0,0,1,1,0,0,0,0,0
72,5,6700,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,6730,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,6733,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,70--,,1825,20940,252,184,31,20,13,2,1,1,0,0
72,5,7000,,134,1002,6,1,1,1,3,0,0,0,0,0
72,5,7010,,134,1002,6,1,1,1,3,0,0,0,0,0
72,5,7200,B,0,0,20,17,3,0,0,0,0,0,0,0
72,5,7210,,7,43,4,4,0,0,0,0,0,0,0,0
72,5,7211,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7212,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7215,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7220,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7230,A,0,0,8,7,1,0,0,0,0,0,0,0
72,5,7240,A,0,0,1,0,1,0,0,0,0,0,0,0
72,5,7260,A,0,0,2,1,1,0,0,0,0,0,0,0
72,5,7290,,4,53,3,3,0,0,0,0,0,0,0,0
72,5,7291,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7299,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7300,,283,3301,17,11,3,1,0,1,1,0,0,0
72,5,7330,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7334,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7340,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7342,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7350,B,0,0,4,1,2,1,0,0,0,0,0,0
72,5,7352,B,0,0,3,0,2,1,0,0,0,0,0,0
72,5,7359,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7360,B,0,0,1,0,0,0,0,1,0,0,0,0
72,5,7361,B,0,0,1,0,0,0,0,1,0,0,0,0
72,5,7370,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7371,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7380,C,0,0,7,5,1,0,0,0,1,0,0,0
72,5,7381,C,0,0,2,1,0,0,0,0,1,0,0,0
72,5,7384,A,0,0,2,1,1,0,0,0,0,0,0,0
72,5,7389,,3,32,3,3,0,0,0,0,0,0,0,0
72,5,7500,,72,682,18,14,1,2,1,0,0,0,0,0
72,5,7510,B,0,0,4,3,0,0,1,0,0,0,0,0
72,5,7514,A,0,0,3,3,0,0,0,0,0,0,0,0
72,5,7515,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,7520,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,7530,,29,229,13,11,1,1,0,0,0,0,0,0
72,5,7532,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7533,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7537,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7538,,21,156,6,4,1,1,0,0,0,0,0,0
72,5,7539,,5,31,4,4,0,0,0,0,0,0,0,0
72,5,7600,,15,96,6,6,0,0,0,0,0,0,0,0
72,5,7620,A,0,0,4,4,0,0,0,0,0,0,0,0
72,5,7622,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7623,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7629,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,7630,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7690,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7699,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,7800,B,0,0,3,1,0,2,0,0,0,0,0,0
72,5,7830,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,7832,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,7840,A,0,0,2,1,0,1,0,0,0,0,0,0
72,5,7900,,116,1241,7,1,2,2,2,0,0,0,0,0
72,5,7910,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,7930,B,0,0,2,0,0,1,1,0,0,0,0,0
72,5,7990,,32,594,4,1,2,1,0,0,0,0,0,0
72,5,7993,B,0,0,3,1,2,0,0,0,0,0,0,0
72,5,7996,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,8000,,666,7934,97,79,10,5,2,0,0,1,0,0
72,5,8010,,499,5912,59,52,3,2,1,0,0,1,0,0
72,5,8020,,56,513,18,13,4,1,0,0,0,0,0,0
72,5,8040,,22,324,7,5,2,0,0,0,0,0,0,0
72,5,8041,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8042,A,0,0,2,1,1,0,0,0,0,0,0,0
72,5,8043,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8049,,12,235,3,2,1,0,0,0,0,0,0,0
72,5,8050,A,0,0,2,2,0,0,0,0,0,0,0,0
72,5,8070,B,0,0,10,7,1,2,0,0,0,0,0,0
72,5,8071,B,0,0,9,6,1,2,0,0,0,0,0,0
72,5,8072,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8090,B,0,0,1,0,0,0,1,0,0,0,0,0
72,5,8100,,84,1079,31,27,2,2,0,0,0,0,0,0
72,5,8200,,197,1966,10,3,3,0,3,1,0,0,0,0
72,5,8210,,87,766,6,1,3,0,2,0,0,0,0,0
72,5,8220,C,0,0,3,1,0,0,1,1,0,0,0,0
72,5,8230,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8300,,62,409,9,5,1,2,1,0,0,0,0,0
72,5,8320,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8350,B,0,0,2,1,0,0,1,0,0,0,0,0
72,5,8360,,25,149,5,3,1,1,0,0,0,0,0,0
72,5,8390,A,0,0,1,0,0,1,0,0,0,0,0,0
72,5,8600,,56,1363,11,7,1,3,0,0,0,0,0,0
72,5,8610,B,0,0,2,0,0,2,0,0,0,0,0,0
72,5,8640,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8660,B,0,0,8,6,1,1,0,0,0,0,0,0
72,5,8700,,65,1166,16,11,4,0,1,0,0,0,0,0
72,5,8710,,46,782,5,2,2,0,1,0,0,0,0,0
72,5,8711,B,0,0,4,1,2,0,1,0,0,0,0,0
72,5,8712,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8720,,12,111,8,7,1,0,0,0,0,0,0,0
72,5,8730,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8731,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,8740,A,0,0,2,1,1,0,0,0,0,0,0,0
72,5,8741,A,0,0,2,1,1,0,0,0,0,0,0,0
72,5,8900,A,0,0,1,1,0,0,0,0,0,0,0,0
72,5,99--,,25,334,17,16,0,1,0,0,0,0,0,0
72,7,----,,1518,23786,144,98,23,9,9,3,1,1,0,0
72,7,07--,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,700,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,780,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,15--,,34,353,7,4,1,2,0,0,0,0,0,0
72,7,1500,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,1510,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,1600,B,0,0,2,0,0,2,0,0,0,0,0,0
72,7,1620,B,0,0,2,0,0,2,0,0,0,0,0,0
72,7,1700,,11,126,3,2,1,0,0,0,0,0,0,0
72,7,1710,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,1730,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,1750,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,1751,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,20--,,794,15028,10,1,1,2,3,1,1,1,0,0
72,7,2000,B,0,0,3,1,0,1,1,0,0,0,0,0
72,7,2030,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,2033,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,2050,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,2052,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,2080,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,2086,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,2200,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,2250,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,2253,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,2300,C,0,0,2,0,0,0,0,1,1,0,0,0
72,7,2320,C,0,0,1,0,0,0,0,0,1,0,0,0
72,7,2326,C,0,0,1,0,0,0,0,0,1,0,0,0
72,7,2340,B,0,0,1,0,0,0,0,1,0,0,0,0
72,7,2342,B,0,0,1,0,0,0,0,1,0,0,0,0
72,7,2500,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,2510,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,2511,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,2700,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,2750,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,2759,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,3600,E,0,0,1,0,0,0,0,0,0,1,0,0
72,7,3640,E,0,0,1,0,0,0,0,0,0,1,0,0
72,7,3643,E,0,0,1,0,0,0,0,0,0,1,0,0
72,7,3900,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,3990,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,3995,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,40--,A,0,0,7,6,1,0,0,0,0,0,0,0
72,7,4100,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,4110,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,4111,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,4150,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,4200,,8,86,4,3,1,0,0,0,0,0,0,0
72,7,4210,,8,86,4,3,1,0,0,0,0,0,0,0
72,7,4700,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,4720,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,4724,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,50--,,100,1964,7,4,0,2,0,1,0,0,0,0
72,7,5000,B,0,0,5,3,0,1,0,1,0,0,0,0
72,7,5020,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,5023,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,5030,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5032,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5080,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,5082,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5087,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5090,B,0,0,1,0,0,0,0,1,0,0,0,0
72,7,5093,B,0,0,1,0,0,0,0,1,0,0,0,0
72,7,5100,A,0,0,2,1,0,1,0,0,0,0,0,0
72,7,5140,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5148,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5190,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,5192,A,0,0,1,0,0,1,0,0,0,0,0,0
72,7,52--,,305,3092,61,44,13,2,1,1,0,0,0,0
72,7,5200,,48,360,7,3,2,1,1,0,0,0,0,0
72,7,5210,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,5250,,28,227,4,2,1,0,1,0,0,0,0,0
72,7,5260,A,0,0,2,1,0,1,0,0,0,0,0,0
72,7,5300,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5390,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5400,,117,1371,12,11,0,0,0,1,0,0,0,0
72,7,5410,,114,1344,9,8,0,0,0,1,0,0,0,0
72,7,5460,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,5490,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5500,,34,344,11,8,3,0,0,0,0,0,0,0
72,7,5510,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5530,,22,189,5,2,3,0,0,0,0,0,0,0
72,7,5540,A,0,0,5,5,0,0,0,0,0,0,0,0
72,7,5600,,13,113,4,3,1,0,0,0,0,0,0,0
72,7,5610,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5650,A,0,0,2,1,1,0,0,0,0,0,0,0
72,7,5660,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5700,A,0,0,2,1,0,1,0,0,0,0,0,0
72,7,5710,A,0,0,2,1,0,1,0,0,0,0,0,0
72,7,5712,A,0,0,2,1,0,1,0,0,0,0,0,0
72,7,5800,,42,391,15,10,5,0,0,0,0,0,0,0
72,7,5812,,42,391,15,10,5,0,0,0,0,0,0,0
72,7,5900,,30,325,9,7,2,0,0,0,0,0,0,0
72,7,5910,,22,274,4,2,2,0,0,0,0,0,0,0
72,7,5940,A,0,0,3,3,0,0,0,0,0,0,0,0
72,7,5943,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,5944,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,5980,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,5984,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,60--,,41,720,4,1,2,0,1,0,0,0,0,0
72,7,6000,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,6020,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,6100,B,0,0,2,0,1,0,1,0,0,0,0,0
72,7,6140,B,0,0,2,0,1,0,1,0,0,0,0,0
72,7,6500,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,6550,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,6552,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,70--,,224,2390,42,33,4,1,4,0,0,0,0,0
72,7,7000,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7010,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7200,,26,405,4,3,0,0,1,0,0,0,0,0
72,7,7210,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7212,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7230,B,0,0,2,1,0,0,1,0,0,0,0,0
72,7,7260,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7300,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7340,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7349,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7500,,5,32,4,4,0,0,0,0,0,0,0,0
72,7,7530,,5,32,4,4,0,0,0,0,0,0,0,0
72,7,7532,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,7538,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7539,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7600,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,7620,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7622,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7690,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7699,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,7900,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,7990,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,7992,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,8000,,79,1050,16,13,2,0,1,0,0,0,0,0
72,7,8010,,9,107,6,6,0,0,0,0,0,0,0,0
72,7,8020,,5,74,4,4,0,0,0,0,0,0,0,0
72,7,8040,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,8042,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,8050,A,0,0,1,0,1,0,0,0,0,0,0,0
72,7,8070,A,0,0,3,2,1,0,0,0,0,0,0,0
72,7,8071,A,0,0,3,2,1,0,0,0,0,0,0,0
72,7,8090,B,0,0,1,0,0,0,1,0,0,0,0,0
72,7,8100,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,8200,,77,618,3,0,1,0,2,0,0,0,0,0
72,7,8210,,77,618,3,0,1,0,2,0,0,0,0,0
72,7,8300,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,8350,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,8360,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,8600,,15,107,3,2,0,1,0,0,0,0,0,0
72,7,8660,,15,107,3,2,0,1,0,0,0,0,0,0
72,7,8700,,2,38,3,3,0,0,0,0,0,0,0,0
72,7,8720,A,0,0,2,2,0,0,0,0,0,0,0,0
72,7,8740,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,8748,A,0,0,1,1,0,0,0,0,0,0,0,0
72,7,99--,,3,48,5,5,0,0,0,0,0,0,0,0
72,9,----,,3858,66001,260,184,39,21,11,1,0,2,2,0
72,9,07--,A,0,0,2,2,0,0,0,0,0,0,0,0
72,9,700,A,0,0,2,2,0,0,0,0,0,0,0,0
72,9,740,A,0,0,2,2,0,0,0,0,0,0,0,0
72,9,15--,,87,955,9,5,2,1,0,1,0,0,0,0
72,9,1500,,77,806,5,2,1,1,0,1,0,0,0,0
72,9,1510,,77,806,5,2,1,1,0,1,0,0,0,0
72,9,1700,,10,149,4,3,1,0,0,0,0,0,0,0
72,9,1710,A,0,0,2,1,1,0,0,0,0,0,0,0
72,9,1730,A,0,0,2,2,0,0,0,0,0,0,0,0
72,9,20--,,2014,40775,9,3,0,1,2,0,0,2,1,0
72,9,2000,E,0,0,2,1,0,0,0,0,0,1,0,0
72,9,2010,E,0,0,1,0,0,0,0,0,0,1,0,0
72,9,2015,E,0,0,1,0,0,0,0,0,0,1,0,0
