fipstate,fipscty,naics,empflag,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,censtate,cencty
72,71,447110,,G,51,G,149,G,588,9,5,N,3,N,N,N,N,N,N,N,N,N,N,6,71
72,71,448///,,G,226,G,608,G,2442,27,6,13,7,N,N,N,N,N,N,N,N,N,N,6,71
72,71,4481//,,H,168,H,420,H,1643,18,4,8,5,N,N,N,N,N,N,N,N,N,N,6,71
72,71,44811/,,J,35,H,110,H,424,4,N,3,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,448110,,J,35,H,110,H,424,4,N,3,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,44812/,,J,56,H,137,H,554,6,N,N,3,N,N,N,N,N,N,N,N,N,N,6,71
72,71,448120,,J,56,H,137,H,554,6,N,N,3,N,N,N,N,N,N,N,N,N,N,6,71
72,71,44814/,,H,37,H,90,G,335,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,448140,,H,37,H,90,G,335,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,44815/,,J,17,G,42,G,162,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,448150,,J,17,G,42,G,162,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,4482//,,J,47,H,142,G,611,7,N,5,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,44821/,,J,47,H,142,G,611,7,N,5,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,448210,,J,47,H,142,G,611,7,N,5,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,451///,,J,10,J,19,H,73,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,4511//,,J,10,J,19,H,73,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,452///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,453///,,J,4,J,7,J,19,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,51----,,J,39,J,306,J,1011,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,52----,,G,170,G,1510,G,6024,15,5,5,N,3,N,N,N,N,N,N,N,N,N,6,71
72,71,522///,,H,114,H,1022,H,3997,8,N,3,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5221//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5222//,,G,54,H,437,H,1842,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,524///,,J,54,J,478,J,2007,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5242//,,G,10,H,76,H,279,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,52421/,,G,10,H,76,H,279,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,524210,,G,10,H,76,H,279,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,53----,,J,14,J,77,J,284,11,11,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,531///,,J,9,J,65,J,225,7,7,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5312//,,J,3,H,26,H,97,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,53121/,,J,3,H,26,H,97,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,531210,,J,3,H,26,H,97,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5313//,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,532///,,J,5,J,12,H,59,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5322//,,G,3,J,7,G,36,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,53228/,,G,3,J,7,G,36,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,54----,,H,759,J,6994,J,30512,37,24,6,3,3,N,N,N,N,N,N,N,N,N,6,71
72,71,541///,,H,759,J,6994,J,30512,37,24,6,3,3,N,N,N,N,N,N,N,N,N,6,71
72,71,5411//,,H,46,H,209,H,819,14,12,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,54111/,,J,26,J,95,H,363,12,11,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,541110,,J,26,J,95,H,363,12,11,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5412//,,H,31,G,220,G,601,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,54121/,,H,31,G,220,G,601,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,541219,,J,12,J,86,H,373,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5413//,,H,87,J,608,J,2696,7,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,54133/,,H,36,G,221,G,946,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,541330,,H,36,G,221,G,946,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5415//,A,S,0,S,0,S,0,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,54151/,A,S,0,S,0,S,0,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,541512,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,56----,,H,26,G,145,G,687,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,561///,,H,25,G,142,G,668,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,5611//,,G,21,G,136,G,646,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,56111/,,G,21,G,136,G,646,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,561110,,G,21,G,136,G,646,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,61----,,H,137,H,425,G,1379,10,4,N,N,3,N,N,N,N,N,N,N,N,N,6,71
72,71,611///,,H,137,H,425,G,1379,10,4,N,N,3,N,N,N,N,N,N,N,N,N,6,71
72,71,6111//,,G,110,G,333,G,1073,4,N,N,N,3,N,N,N,N,N,N,N,N,N,6,71
72,71,61111/,,G,110,G,333,G,1073,4,N,N,N,3,N,N,N,N,N,N,N,N,N,6,71
72,71,611110,,G,110,G,333,G,1073,4,N,N,N,3,N,N,N,N,N,N,N,N,N,6,71
72,71,6116//,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,61169/,A,S,0,S,0,S,0,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62----,,H,442,G,1956,G,7749,80,56,16,N,6,N,N,N,N,N,N,N,N,N,6,71
72,71,621///,,H,334,G,1476,G,5677,66,47,14,N,4,N,N,N,N,N,N,N,N,N,6,71
72,71,6211//,,J,151,G,680,G,2539,33,26,5,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62111/,,J,151,G,680,G,2539,33,26,5,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,621111,,J,150,G,675,G,2524,32,25,5,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,6212//,,J,30,H,136,G,488,7,3,4,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62121/,,J,30,H,136,G,488,7,3,4,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,621210,,J,30,H,136,G,488,7,3,4,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,6213//,,G,53,G,198,G,737,12,9,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62133/,,J,4,J,9,J,34,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,621330,,J,4,J,9,J,34,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62134/,,H,38,H,156,H,562,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,621340,,H,38,H,156,H,562,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,6214//,,G,44,G,280,G,1156,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62149/,,G,43,G,275,G,1134,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,6215//,,J,29,G,105,G,421,8,7,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62151/,,J,29,G,105,G,421,8,7,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,621511,,J,25,G,93,G,368,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,623///,,H,75,H,304,H,1293,8,5,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,6231//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62311/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,623110,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,6233//,A,S,0,S,0,S,0,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,62331/,A,S,0,S,0,S,0,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,623312,A,S,0,S,0,S,0,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,624///,,J,33,J,176,J,779,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,6241//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,71----,,J,8,J,21,J,71,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,713///,,J,5,J,17,J,57,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,7139//,,J,5,J,17,J,57,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,72----,,G,745,G,1679,G,6225,62,26,15,12,6,N,N,N,N,N,N,N,N,N,6,71
72,71,721///,,H,213,H,423,G,1089,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,7211//,,H,213,H,423,G,1089,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,72111/,,H,213,H,423,G,1089,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,721110,,H,213,H,423,G,1089,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,722///,,G,532,G,1256,G,5136,56,25,14,10,6,N,N,N,N,N,N,N,N,N,6,71
72,71,7225//,,G,525,G,1228,G,5042,53,22,14,10,6,N,N,N,N,N,N,N,N,N,6,71
72,71,72251/,,G,525,G,1228,G,5042,53,22,14,10,6,N,N,N,N,N,N,N,N,N,6,71
72,71,722511,,G,113,G,267,G,936,14,7,3,3,N,N,N,N,N,N,N,N,N,N,6,71
72,71,722513,,G,390,G,926,G,3965,33,11,9,7,5,N,N,N,N,N,N,N,N,N,6,71
72,71,722514,,J,13,J,16,G,81,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,81----,,H,98,G,388,G,1615,36,32,N,3,N,N,N,N,N,N,N,N,N,N,6,71
72,71,811///,,J,19,H,47,G,205,14,14,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,8111//,,J,19,H,47,G,205,14,14,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,81111/,,J,9,G,22,G,100,7,7,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,811111,,J,7,J,17,G,83,6,6,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,81119/,,G,6,J,17,G,72,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,811198,,G,3,J,7,J,29,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,812///,,J,35,G,172,G,676,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,8121//,,J,3,G,3,J,17,4,4,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,81211/,,G,1,G,1,G,8,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,8122//,,H,31,G,166,G,651,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,813///,,J,44,H,169,G,734,13,11,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,8131//,,H,43,H,155,G,675,11,9,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,81311/,,H,43,H,155,G,675,11,9,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,71,813110,,H,43,H,155,G,675,11,9,N,N,N,N,N,N,N,N,N,N,N,N,6,71
72,73,------,,H,2216,J,18182,J,65289,90,50,21,11,5,N,N,N,N,N,N,N,N,N,6,73
72,73,23----,,H,27,G,52,G,185,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,31----,A,S,0,S,0,S,0,6,N,3,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,44----,,G,271,G,906,G,3509,34,17,12,3,N,N,N,N,N,N,N,N,N,N,6,73
72,73,441///,,J,19,J,68,J,266,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,4413//,,J,19,J,68,J,266,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,44131/,,J,17,J,62,J,244,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,441310,,J,17,J,62,J,244,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,445///,,H,117,H,343,H,1378,7,3,3,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,4451//,,H,111,H,329,H,1340,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,44511/,,H,110,H,327,H,1332,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,445110,,H,110,H,327,H,1332,5,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,446///,,J,46,J,250,J,911,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,4461//,,J,46,J,250,J,911,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,447///,,H,31,H,82,H,327,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,4471//,,H,31,H,82,H,327,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,44711/,,H,31,H,82,H,327,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,447110,,H,31,H,82,H,327,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,448///,,G,18,G,55,G,209,7,5,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,4481//,,J,16,H,39,G,160,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,48----,,G,9,H,30,H,285,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,485///,,G,9,H,30,G,99,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,4854//,,G,9,H,30,G,99,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,48541/,,G,9,H,30,G,99,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,485410,,G,9,H,30,G,99,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,53----,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,54----,,J,12,J,69,J,289,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,541///,,J,12,J,69,J,289,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,62----,,H,85,G,306,G,1271,12,7,N,4,N,N,N,N,N,N,N,N,N,N,6,73
72,73,621///,,H,74,G,283,G,1213,11,7,N,3,N,N,N,N,N,N,N,N,N,N,6,73
72,73,6211//,,H,24,G,78,G,302,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,62111/,,H,24,G,78,G,302,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,621111,,H,24,G,78,G,302,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,72----,,G,56,H,128,H,568,11,9,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,722///,,G,56,H,128,H,557,10,8,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,7225//,,G,54,H,126,H,548,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,72251/,,G,54,H,126,H,548,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,722511,,H,21,G,35,G,174,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,73,81----,,J,7,G,24,G,96,3,3,N,N,N,N,N,N,N,N,N,N,N,N,6,73
72,75,------,,H,4165,H,29020,H,109178,256,134,62,30,23,3,3,N,N,N,N,N,N,N,6,75
72,75,21----,,G,117,G,586,G,2326,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,212///,,G,117,G,586,G,2326,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,2123//,,G,117,G,586,G,2326,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,23----,,J,51,J,278,H,1351,9,3,5,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,236///,,J,20,J,56,H,240,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,2361//,,J,14,J,49,J,198,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,23611/,,J,14,J,49,J,198,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,238///,,G,21,J,115,H,705,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,31----,A,S,0,S,0,S,0,15,4,4,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,311///,,G,55,H,156,H,571,6,N,3,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,3118//,,J,41,G,99,G,350,5,N,3,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,31181/,,J,34,G,90,G,315,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,311811,,G,19,J,56,J,194,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,337///,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,3379//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,33791/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,337910,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,42----,,G,54,G,325,G,1272,9,5,N,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,423///,,G,26,H,202,H,764,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,424///,,H,28,J,123,J,508,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4244//,,H,28,J,123,J,508,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,42441/,,H,26,J,117,H,485,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,424410,,H,26,J,117,H,485,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,44----,,G,983,G,3928,G,15750,70,29,23,9,6,N,N,N,N,N,N,N,N,N,6,75
72,75,441///,,J,40,J,227,J,910,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4413//,,J,35,J,208,J,867,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,442///,,J,34,G,103,G,471,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,444///,,G,39,G,139,G,593,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4441//,,G,39,G,139,G,593,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,445///,,H,346,H,1334,H,5493,15,7,5,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4451//,,H,339,H,1315,H,5418,13,6,4,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,44511/,,H,339,H,1315,H,5418,13,6,4,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,445110,,H,339,H,1315,H,5418,13,6,4,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,446///,,J,129,H,856,G,3086,13,5,3,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4461//,,J,129,H,856,G,3086,13,5,3,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,44611/,,J,125,G,837,G,3000,9,N,3,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,446110,,J,125,G,837,G,3000,9,N,3,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,447///,,H,44,H,125,G,465,7,N,7,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4471//,,H,44,H,125,G,465,7,N,7,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,44711/,,H,44,H,125,G,465,7,N,7,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,447110,,H,44,H,125,G,465,7,N,7,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,448///,,J,134,J,318,H,1280,14,5,4,4,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4481//,,J,107,J,242,J,968,10,4,N,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,44814/,,J,41,J,121,J,487,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,448140,,J,41,J,121,J,487,6,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4482//,,H,25,H,71,G,293,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,44821/,,H,25,H,71,G,293,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,448210,,H,25,H,71,G,293,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,452///,A,S,0,S,0,S,0,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4523//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,45231/,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,452319,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,48----,,J,12,J,33,H,120,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,485///,,J,6,J,15,H,44,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,4854//,,J,6,J,15,H,44,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,48541/,,J,6,J,15,H,44,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,485410,,J,6,J,15,H,44,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,52----,,G,84,H,490,H,2152,7,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,522///,,H,59,H,452,H,1828,6,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,5222//,A,S,0,S,0,S,0,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,53----,,J,15,G,56,H,205,7,6,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,532///,,J,9,J,33,J,123,5,5,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,54----,,G,81,H,640,H,3093,16,9,5,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,541///,,G,81,H,640,H,3093,16,9,5,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,5412//,,J,19,H,57,H,193,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,54121/,,J,19,H,57,H,193,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,541219,,J,14,G,51,G,170,5,4,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,5416//,,J,18,J,77,J,294,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,56----,,J,50,H,184,H,777,13,8,4,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,561///,,H,39,G,131,H,522,10,7,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,5617//,,G,16,H,35,H,140,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,56172/,,G,14,G,24,G,92,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,561720,,G,14,G,24,G,92,4,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,562///,,J,11,J,53,J,255,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,62----,,G,445,H,2137,H,8831,52,35,9,6,N,N,N,N,N,N,N,N,N,N,6,75
72,75,621///,,H,393,H,2035,H,8450,41,28,8,3,N,N,N,N,N,N,N,N,N,N,6,75
72,75,6211//,,H,278,J,1401,J,5923,25,20,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,62111/,,H,278,J,1401,J,5923,25,20,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,621111,,H,278,J,1401,J,5923,25,20,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,6212//,,J,19,H,121,H,446,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,62121/,,J,19,H,121,H,446,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,621210,,J,19,H,121,H,446,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,6213//,,G,20,G,114,G,439,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,62134/,,G,15,G,80,G,319,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,621340,,G,15,G,80,G,319,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,6215//,,G,18,H,89,H,314,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,62151/,,G,18,H,89,H,314,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,621511,,G,18,H,89,H,314,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,623///,,J,29,J,38,J,142,5,3,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,6233//,,J,27,J,29,J,100,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,62331/,,J,27,J,29,J,100,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,623312,,J,27,J,29,J,100,3,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,624///,,G,23,J,64,H,239,6,4,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,6244//,,G,23,J,61,H,237,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,62441/,,G,23,J,61,H,237,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,624410,,G,23,J,61,H,237,4,N,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,72----,,H,341,H,1048,H,4254,25,11,3,3,8,N,N,N,N,N,N,N,N,N,6,75
72,75,722///,,G,286,G,811,G,3307,23,11,3,N,7,N,N,N,N,N,N,N,N,N,6,75
72,75,7225//,,G,283,G,802,G,3258,21,9,3,N,7,N,N,N,N,N,N,N,N,N,6,75
72,75,72251/,,G,283,G,802,G,3258,21,9,3,N,7,N,N,N,N,N,N,N,N,N,6,75
72,75,722511,,G,16,G,46,G,219,6,5,N,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,722513,,G,260,G,752,G,3023,14,4,N,N,7,N,N,N,N,N,N,N,N,N,6,75
72,75,81----,,G,59,J,211,H,925,18,13,4,N,N,N,N,N,N,N,N,N,N,N,6,75
72,75,811///,,G,27,H,143,H,629,9,7,N,N,N,N,N,N,N,N,N,N,N,N,6,75
