"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALRIO Total Municipio Primr Trimestre 2022","Promedio"
"Loíza","87","Maquinaria                               ","333","0","0","0","0"
"Loíza","87","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Loíza","87","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Loíza","87","Equipo de Transportación                 ","336","0","0","0","0"
"Loíza","87","Muebles y Productos Relacionados         ","337","0","0","0","0"
"Loíza","87","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Loíza","87","Comercio al por Mayor                    ","42","0","0","0","0"
"Loíza","87","Comercio al Detal                        ","44-45","21","  141 ","  592,215 ","  4,210 "
"Loíza","87","Transportación y Almacenamiento           ","48-49","3","*","*","*"
"Loíza","87","Información                              ","51","0","0","0","0"
"Loíza","87","Finanzas y Seguros                       ","52","2","*","*","*"
"Loíza","87","Bienes Raíces, Renta o Arrendamiento     ","53","4","  15 ","  67,717 ","  4,514 "
"Loíza","87","Servicios Profesionales y Técnicos       ","54","5","  17 ","  93,429 ","  5,390 "
"Loíza","87","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Loíza","87","Servicios Adm. y Desperdicios Sólidos    ","56","2","*","*","*"
"Loíza","87","Servicios Educativos                     ","61","3","364","2292787 ","6293 "
"Loíza","87","Servicios de Salud y Asistencia Social   ","62","20","  307 ","  1,758,812 ","  5,723 "
"Loíza","87","Arte, Entretenimiento y Recreación       ","71","0","0","0","0"
"Loíza","87","Alojamiento y Servicios de Alimentos     ","72","17","  188 ","  688,756 ","  3,664 "
"Loíza","87","Otros Servicios Excepto Adm. Pública     ","81","3","  15 ","  59,389 ","  3,959 "
"Loíza","87","Administración Pública                   ","92","8","439","2251575 ","5129 "
"Loíza","87","Otros (Establecimientos no Clasificados) ","99","2","*","*","*"
"Luquillo","89","Total Municipio Primer Trimestre 2022 ","","147","  2,050 ","  11,806,684 ","  5,758 "
"Luquillo","89","Agricultura, Bosque, Pesca y Caza        ","11","3","  8 ","  25,358 ","  3,170 "
"Luquillo","89","Mineria                                  ","21","0","0","0","0"
"Luquillo","89","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Luquillo","89","Construcción                             ","23","12","  164 ","  1,158,202 ","  7,048 "
"Luquillo","89","Manufactura                              ","31-33","3","  54 ","  300,031 ","  5,591 "
"Luquillo","89","Alimentos                                ","311","0","0","0","0"
"Luquillo","89","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Luquillo","89","Textiles                                 ","313","0","0","0","0"
"Luquillo","89","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Luquillo","89","Ropa                                     ","315","0","0","0","0"
"Luquillo","89","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Luquillo","89","Productos de Madera                      ","321","0","0","0","0"
"Luquillo","89","Papel                                    ","322","0","0","0","0"
"Luquillo","89","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Luquillo","89","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Luquillo","89","Productos Químicos                       ","325","0","0","0","0"
"Luquillo","89","Productos de Goma y Plásticos            ","326","1","*","*","*"
"Luquillo","89","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Luquillo","89","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Luquillo","89","Productos de Metal                       ","332","1","*","*","*"
"Luquillo","89","Maquinaria                               ","333","0","0","0","0"
"Luquillo","89","Computadora y Productos Electrónicos    ","334","1","*","*","*"
"Luquillo","89","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Luquillo","89","Equipo de Transportación                 ","336","0","0","0","0"
"Luquillo","89","Muebles y Productos Relacionados         ","337","0","0","0","0"
"Luquillo","89","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Luquillo","89","Comercio al por Mayor                    ","42","2","*","*","*"
"Luquillo","89","Comercio al Detal                        ","44-45","20","  276 ","  2,098,064 ","  7,611 "
"Luquillo","89","Transportación y Almacenamiento           ","48-49","2","*","*","*"
"Luquillo","89","Información                              ","51","1","*","*","*"
"Luquillo","89","Finanzas y Seguros                       ","52","2","*","*","*"
"Luquillo","89","Bienes Raíces, Renta o Arrendamiento     ","53","8","  12 ","  55,706 ","  4,642 "
"Luquillo","89","Servicios Profesionales y Técnicos       ","54","7","  22 ","  233,118 ","  10,759 "
"Luquillo","89","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Luquillo","89","Servicios Adm. y Desperdicios Sólidos    ","56","3","  8 ","  39,086 ","  4,886 "
"Luquillo","89","Servicios Educativos                     ","61","5","238","1443283 ","6073 "
"Luquillo","89","Servicios de Salud y Asistencia Social   ","62","20","  94 ","  500,101 ","  5,320 "
"Luquillo","89","Arte, Entretenimiento y Recreación       ","71","3","*","*","*"
"Luquillo","89","Alojamiento y Servicios de Alimentos     ","72","32","  473 ","  1,716,388 ","  3,631 "
"Luquillo","89","Otros Servicios Excepto Adm. Pública     ","81","11","  26 ","  133,713 ","  5,143 "
"Luquillo","89","Administración Pública                   ","92","10","325","1577986 ","4855 "
"Luquillo","89","Otros (Establecimientos no Clasificados) ","99","2","*","*","*"
"Manatí","91","Total Municipio Primer Trimestre 2022 ","","647","  14,094 ","  119,227,202 ","  8,459 "
"Manatí","91","Agricultura, Bosque, Pesca y Caza        ","11","16","  120 ","  382,779 ","  3,190 "
"Manatí","91","Mineria                                  ","21","0","0","0","0"
"Manatí","91","Electricidad, Agua y Gas                 ","22","2","*","*","*"
"Manatí","91","Construcción                             ","23","27","  294 ","  1,694,238 ","  5,756 "
"Manatí","91","Manufactura                              ","31-33","21","  2,040 ","  43,794,982 ","  21,465 "
"Manatí","91","Alimentos                                ","311","4","  65 ","  217,618 ","  3,348 "
"Manatí","91","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Manatí","91","Textiles                                 ","313","0","0","0","0"
"Manatí","91","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Manatí","91","Ropa                                     ","315","0","0","0","0"
"Manatí","91","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Manatí","91","Productos de Madera                      ","321","0","0","0","0"
"Manatí","91","Papel                                    ","322","0","0","0","0"
"Manatí","91","Imprenta e Industrias Relacionadas       ","323","1","*","*","*"
"Manatí","91","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Manatí","91","Productos Químicos                       ","325","9","  1,878 ","  43,062,435 ","  22,930 "
"Manatí","91","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Manatí","91","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Manatí","91","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Manatí","91","Productos de Metal                       ","332","3","*","*","*"
"Manatí","91","Maquinaria                               ","333","0","0","0","0"
"Manatí","91","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Manatí","91","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Manatí","91","Equipo de Transportación                 ","336","0","0","0","0"
"Manatí","91","Muebles y Productos Relacionados         ","337","0","0","0","0"
"Manatí","91","Industrias Manufactureras Misceláneas    ","339","4","  64 ","  352,690 ","  5,482 "
"Manatí","91","Comercio al por Mayor                    ","42","13","  149 ","  2,298,729 ","  15,393 "
"Manatí","91","Comercio al Detal                        ","44-45","119","  2,228 ","  11,788,913 ","  5,291 "
"Manatí","91","Transportación y Almacenamiento           ","48-49","8","  74 ","  616,448 ","  8,330 "
"Manatí","91","Información                              ","51","4","  96 ","  597,658 ","  6,247 "
"Manatí","91","Finanzas y Seguros                       ","52","15","  215 ","  2,363,598 ","  10,976 "
"Manatí","91","Bienes Raíces, Renta o Arrendamiento     ","53","24","  89 ","  495,976 ","  5,594 "
"Manatí","91","Servicios Profesionales y Técnicos       ","54","47","  204 ","  1,581,205 ","  7,738 "
"Manatí","91","Gerencia de Companías y Empresas         ","55","3","  78 ","  527,074 ","  6,757 "
"Manatí","91","Servicios Adm. y Desperdicios Sólidos    ","56","21","  1,402 ","  9,012,866 ","  6,430 "
"Manatí","91","Servicios Educativos                     ","61","20","1017","5531233 ","5437 "
"Manatí","91","Servicios de Salud y Asistencia Social   ","62","198","  3,682 ","  26,001,109 ","  7,062 "
"Manatí","91","Arte, Entretenimiento y Recreación       ","71","2","*","*","*"
"Manatí","91","Alojamiento y Servicios de Alimentos     ","72","48","  705 ","  2,817,944 ","  3,999 "
"Manatí","91","Otros Servicios Excepto Adm. Pública     ","81","32","  108 ","  496,309 ","  4,581 "
"Manatí","91","Administración Pública                   ","92","19","1511","8587844 ","5684 "
"Manatí","91","Otros (Establecimientos no Clasificados) ","99","8","  16 ","  80,868 ","  4,951 "
"Maricao","93","Total Municipio Primer Trimestre 2022 ","","63","  1,373 ","  8,495,911 ","  6,189 "
"Maricao","93","Agricultura, Bosque, Pesca y Caza        ","11","28","  95 ","  140,779 ","  1,482 "
"Maricao","93","Mineria                                  ","21","0","0","0","0"
"Maricao","93","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Maricao","93","Construcción                             ","23","2","*","*","*"
"Maricao","93","Manufactura                              ","31-33","3","*","*","*"
"Maricao","93","Alimentos                                ","311","1","*","*","*"
"Maricao","93","Productos de Tabaco y Bebidas            ","312","1","*","*","*"
"Maricao","93","Textiles                                 ","313","0","0","0","0"
"Maricao","93","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Maricao","93","Ropa                                     ","315","0","0","0","0"
"Maricao","93","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Maricao","93","Productos de Madera                      ","321","0","0","0","0"
"Maricao","93","Papel                                    ","322","0","0","0","0"
"Maricao","93","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Maricao","93","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Maricao","93","Productos Químicos                       ","325","0","0","0","0"
"Maricao","93","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Maricao","93","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Maricao","93","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Maricao","93","Productos de Metal                       ","332","0","0","0","0"
"Maricao","93","Maquinaria                               ","333","0","0","0","0"
"Maricao","93","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Maricao","93","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Maricao","93","Equipo de Transportación                 ","336","0","0","0","0"
"Maricao","93","Muebles y Productos Relacionados         ","337","0","0","0","0"
"Maricao","93","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Maricao","93","Comercio al por Mayor                    ","42","0","0","0","0"
"Maricao","93","Comercio al Detal                        ","44-45","6","  14 ","  35,873 ","  2,562 "
"Maricao","93","Transportación y Almacenamiento           ","48-49","2","*","*","*"
"Maricao","93","Información                              ","51","0","0","0","0"
"Maricao","93","Finanzas y Seguros                       ","52","1","*","*","*"
"Maricao","93","Bienes Raíces, Renta o Arrendamiento     ","53","1","*","*","*"
"Maricao","93","Servicios Profesionales y Técnicos       ","54","0","0","0","0"
"Maricao","93","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Maricao","93","Servicios Adm. y Desperdicios Sólidos    ","56","1","*","*","*"
"Maricao","93","Servicios Educativos                     ","61","1","122","796334 ","6545 "
"Maricao","93","Servicios de Salud y Asistencia Social   ","62","4","  50 ","  582,491 ","  11,728 "
"Maricao","93","Arte, Entretenimiento y Recreación       ","71","0","0","0","0"
"Maricao","93","Alojamiento y Servicios de Alimentos     ","72","4","  42 ","  118,439 ","  2,798 "
"Maricao","93","Otros Servicios Excepto Adm. Pública     ","81","1","*","*","*"
"Maricao","93","Administración Pública                   ","92","8","243","894853 ","3683 "
"Maricao","93","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Maunabo","95","Total Municipio Primer Trimestre 2022 ","","59","  1,267 ","  10,938,361 ","  8,633 "
"Maunabo","95","Agricultura, Bosque, Pesca y Caza        ","11","2","*","*","*"
"Maunabo","95","Mineria                                  ","21","0","0","0","0"
"Maunabo","95","Electricidad, Agua y Gas                 ","22","1","*","*","*"
"Maunabo","95","Construcción                             ","23","2","*","*","*"
"Maunabo","95","Manufactura                              ","31-33","0","0","0","0"
"Maunabo","95","Alimentos                                ","311","0","0","0","0"
"Maunabo","95","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Maunabo","95","Textiles                                 ","313","0","0","0","0"
"Maunabo","95","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Maunabo","95","Ropa                                     ","315","0","0","0","0"
"Maunabo","95","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Maunabo","95","Productos de Madera                      ","321","0","0","0","0"
"Maunabo","95","Papel                                    ","322","0","0","0","0"
"Maunabo","95","Imprenta e Industrias Relacionadas       ","323","0","0","0","0"
"Maunabo","95","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Maunabo","95","Productos Químicos                       ","325","0","0","0","0"
"Maunabo","95","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Maunabo","95","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Maunabo","95","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Maunabo","95","Productos de Metal                       ","332","0","0","0","0"
"Maunabo","95","Maquinaria                               ","333","0","0","0","0"
"Maunabo","95","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Maunabo","95","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Maunabo","95","Equipo de Transportación                 ","336","0","0","0","0"
"Maunabo","95","Muebles y Productos Relacionados         ","337","0","0","0","0"
"Maunabo","95","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Maunabo","95","Comercio al por Mayor                    ","42","1","*","*","*"
"Maunabo","95","Comercio al Detal                        ","44-45","13","  47 ","  172,283 ","  3,692 "
"Maunabo","95","Transportación y Almacenamiento           ","48-49","3","  9 ","  72,575 ","  8,064 "
"Maunabo","95","Información                              ","51","1","*","*","*"
"Maunabo","95","Finanzas y Seguros                       ","52","2","*","*","*"
"Maunabo","95","Bienes Raíces, Renta o Arrendamiento     ","53","0","0","0","0"
"Maunabo","95","Servicios Profesionales y Técnicos       ","54","2","*","*","*"
"Maunabo","95","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Maunabo","95","Servicios Adm. y Desperdicios Sólidos    ","56","0","0","0","0"
"Maunabo","95","Servicios Educativos                     ","61","1","155","1023235 ","6602 "
"Maunabo","95","Servicios de Salud y Asistencia Social   ","62","12","  86 ","  536,060 ","  6,258 "
"Maunabo","95","Arte, Entretenimiento y Recreación       ","71","0","0","0","0"
"Maunabo","95","Alojamiento y Servicios de Alimentos     ","72","8","  95 ","  252,905 ","  2,662 "
"Maunabo","95","Otros Servicios Excepto Adm. Pública     ","81","2","*","*","*"
"Maunabo","95","Administración Pública                   ","92","9","814","8166196 ","10032 "
"Maunabo","95","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Mayagüez","97","Total Municipio Primer Trimestre 2022 ","","1,564","  30,167 ","  197,067,098 ","  6,532 "
"Mayagüez","97","Agricultura, Bosque, Pesca y Caza        ","11","23","  304 ","  1,321,384 ","  4,347 "
"Mayagüez","97","Mineria                                  ","21","0","0","0","0"
"Mayagüez","97","Electricidad, Agua y Gas                 ","22","3","  506 ","  5,626,035 ","  11,111 "
"Mayagüez","97","Construcción                             ","23","57","  850 ","  4,625,315 ","  5,442 "
"Mayagüez","97","Manufactura                              ","31-33","50","  1,740 ","  8,673,967 ","  4,985 "
"Mayagüez","97","Alimentos                                ","311","30","  450 ","  1,761,104 ","  3,916 "
"Mayagüez","97","Productos de Tabaco y Bebidas            ","312","3","*","*","*"
"Mayagüez","97","Textiles                                 ","313","0","0","0","0"
"Mayagüez","97","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Mayagüez","97","Ropa                                     ","315","5","  772 ","  2,784,713 ","  3,609 "
"Mayagüez","97","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Mayagüez","97","Productos de Madera                      ","321","0","0","0","0"
"Mayagüez","97","Papel                                    ","322","0","0","0","0"
"Mayagüez","97","Imprenta e Industrias Relacionadas       ","323","3","*","*","*"
"Mayagüez","97","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Mayagüez","97","Productos Químicos                       ","325","1","*","*","*"
"Mayagüez","97","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Mayagüez","97","Productos Minerales no Metálicos         ","327","2","*","*","*"
"Mayagüez","97","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Mayagüez","97","Productos de Metal                       ","332","4","  136 ","  536,468 ","  3,935 "
"Mayagüez","97","Maquinaria                               ","333","0","0","0","0"
"Mayagüez","97","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Mayagüez","97","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Mayagüez","97","Equipo de Transportación                 ","336","0","0","0","0"
"Mayagüez","97","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Mayagüez","97","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Mayagüez","97","Comercio al por Mayor                    ","42","62","  427 ","  2,718,272 ","  6,366 "
"Mayagüez","97","Comercio al Detal                        ","44-45","286","  4,798 ","  27,746,186 ","  5,782 "
"Mayagüez","97","Transportación y Almacenamiento           ","48-49","28","  535 ","  3,871,293 ","  7,236 "
"Mayagüez","97","Información                              ","51","20","  342 ","  2,986,189 ","  8,740 "
"Mayagüez","97","Finanzas y Seguros                       ","52","57","  570 ","  5,568,449 ","  9,769 "
"Mayagüez","97","Bienes Raíces, Renta o Arrendamiento     ","53","66","  292 ","  1,458,487 ","  5,001 "
"Mayagüez","97","Servicios Profesionales y Técnicos       ","54","128","  1,309 ","  10,695,339 ","  8,169 "
"Mayagüez","97","Gerencia de Companías y Empresas         ","55","7","  399 ","  3,901,068 ","  9,769 "
"Mayagüez","97","Servicios Adm. y Desperdicios Sólidos    ","56","44","  2,134 ","  11,891,691 ","  5,572 "
"Mayagüez","97","Servicios Educativos                     ","61","28","4274","33699074 ","7885 "
"Mayagüez","97","Servicios de Salud y Asistencia Social   ","62","383","  4,989 ","  36,439,875 ","  7,304 "
"Mayagüez","97","Arte, Entretenimiento y Recreación       ","71","7","  52 ","  180,408 ","  3,492 "
"Mayagüez","97","Alojamiento y Servicios de Alimentos     ","72","149","  2,710 ","  8,908,951 ","  3,287 "
"Mayagüez","97","Otros Servicios Excepto Adm. Pública     ","81","111","  462 ","  2,076,538 ","  4,491 "
"Mayagüez","97","Administración Pública                   ","92","46","3451","24550032 ","7115 "
"Mayagüez","97","Otros (Establecimientos no Clasificados) ","99","9","  22 ","  128,545 ","  5,756 "
"Moca","99","Total Municipio Primer Trimestre 2022 ","","450","  5,091 ","  24,171,769 ","  4,748 "
"Moca","99","Agricultura, Bosque, Pesca y Caza        ","11","40","  116 ","  307,813 ","  2,646 "
"Moca","99","Mineria                                  ","21","0","0","0","0"
"Moca","99","Electricidad, Agua y Gas                 ","22","0","0","0","0"
"Moca","99","Construcción                             ","23","36","  459 ","  1,793,199 ","  3,904 "
"Moca","99","Manufactura                              ","31-33","26","  759 ","  3,174,198 ","  4,180 "
"Moca","99","Alimentos                                ","311","11","  87 ","  328,115 ","  3,786 "
"Moca","99","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Moca","99","Textiles                                 ","313","0","0","0","0"
"Moca","99","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Moca","99","Ropa                                     ","315","0","0","0","0"
"Moca","99","Cuero y Productos Relacionados           ","316","1","*","*","*"
"Moca","99","Productos de Madera                      ","321","2","*","*","*"
"Moca","99","Papel                                    ","322","0","0","0","0"
"Moca","99","Imprenta e Industrias Relacionadas       ","323","2","*","*","*"
"Moca","99","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Moca","99","Productos Químicos                       ","325","1","*","*","*"
"Moca","99","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Moca","99","Productos Minerales no Metálicos         ","327","2","*","*","*"
"Moca","99","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Moca","99","Productos de Metal                       ","332","3","  4 ","  15,253 ","  3,813 "
"Moca","99","Maquinaria                               ","333","2","*","*","*"
"Moca","99","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Moca","99","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Moca","99","Equipo de Transportación                 ","336","0","0","0","0"
"Moca","99","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Moca","99","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Moca","99","Comercio al por Mayor                    ","42","17","  60 ","  547,582 ","  9,126 "
"Moca","99","Comercio al Detal                        ","44-45","99","  622 ","  2,546,764 ","  4,092 "
"Moca","99","Transportación y Almacenamiento           ","48-49","9","  29 ","  236,499 ","  8,155 "
"Moca","99","Información                              ","51","1","*","*","*"
"Moca","99","Finanzas y Seguros                       ","52","9","  72 ","  478,336 ","  6,674 "
"Moca","99","Bienes Raíces, Renta o Arrendamiento     ","53","9","  29 ","  88,844 ","  3,064 "
"Moca","99","Servicios Profesionales y Técnicos       ","54","27","  196 ","  2,663,652 ","  13,613 "
"Moca","99","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Moca","99","Servicios Adm. y Desperdicios Sólidos    ","56","15","  534 ","  1,190,636 ","  2,230 "
"Moca","99","Servicios Educativos                     ","61","8","643","3823917 ","5944 "
"Moca","99","Servicios de Salud y Asistencia Social   ","62","73","  754 ","  4,233,341 ","  5,617 "
"Moca","99","Arte, Entretenimiento y Recreación       ","71","1","*","*","*"
"Moca","99","Alojamiento y Servicios de Alimentos     ","72","41","  273 ","  755,088 ","  2,769 "
"Moca","99","Otros Servicios Excepto Adm. Pública     ","81","18","  53 ","  206,172 ","  3,890 "
"Moca","99","Administración Pública                   ","92","11","428","1965329 ","4588 "
"Moca","99","Otros (Establecimientos no Clasificados) ","99","10","  47 ","  90,882 ","  1,934 "
"Morovis","101","Total Municipio Primer Trimestre 2022 ","","193","  2,430 ","  12,004,839 ","  4,940 "
"Morovis","101","Agricultura, Bosque, Pesca y Caza        ","11","12","  64 ","  225,096 ","  3,536 "
"Morovis","101","Mineria                                  ","21","0","0","0","0"
"Morovis","101","Electricidad, Agua y Gas                 ","22","2","*","*","*"
"Morovis","101","Construcción                             ","23","14","  72 ","  296,245 ","  4,096 "
"Morovis","101","Manufactura                              ","31-33","15","  139 ","  751,920 ","  5,409 "
"Morovis","101","Alimentos                                ","311","7","  60 ","  380,957 ","  6,349 "
"Morovis","101","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Morovis","101","Textiles                                 ","313","0","0","0","0"
"Morovis","101","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Morovis","101","Ropa                                     ","315","1","*","*","*"
"Morovis","101","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Morovis","101","Productos de Madera                      ","321","0","0","0","0"
"Morovis","101","Papel                                    ","322","1","*","*","*"
"Morovis","101","Imprenta e Industrias Relacionadas       ","323","1","*","*","*"
"Morovis","101","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Morovis","101","Productos Químicos                       ","325","0","0","0","0"
"Morovis","101","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Morovis","101","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Morovis","101","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Morovis","101","Productos de Metal                       ","332","3","  7 ","  35,100 ","  5,014 "
"Morovis","101","Maquinaria                               ","333","0","0","0","0"
"Morovis","101","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Morovis","101","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Morovis","101","Equipo de Transportación                 ","336","0","0","0","0"
"Morovis","101","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Morovis","101","Industrias Manufactureras Misceláneas    ","339","1","*","*","*"
"Morovis","101","Comercio al por Mayor                    ","42","3","*","*","*"
"Morovis","101","Comercio al Detal                        ","44-45","47","  497 ","  2,055,762 ","  4,134 "
"Morovis","101","Transportación y Almacenamiento           ","48-49","2","*","*","*"
"Morovis","101","Información                              ","51","2","*","*","*"
"Morovis","101","Finanzas y Seguros                       ","52","3","  53 ","  321,515 ","  6,105 "
"Morovis","101","Bienes Raíces, Renta o Arrendamiento     ","53","2","*","*","*"
"Morovis","101","Servicios Profesionales y Técnicos       ","54","10","  78 ","  417,386 ","  5,351 "
"Morovis","101","Gerencia de Companías y Empresas         ","55","0","0","0","0"
"Morovis","101","Servicios Adm. y Desperdicios Sólidos    ","56","2","*","*","*"
"Morovis","101","Servicios Educativos                     ","61","5","528","3133569 ","5931 "
"Morovis","101","Servicios de Salud y Asistencia Social   ","62","34","  313 ","  2,063,952 ","  6,601 "
"Morovis","101","Arte, Entretenimiento y Recreación       ","71","0","0","0","0"
"Morovis","101","Alojamiento y Servicios de Alimentos     ","72","23","  204 ","  575,187 ","  2,820 "
"Morovis","101","Otros Servicios Excepto Adm. Pública     ","81","10","  30 ","  121,644 ","  4,010 "
"Morovis","101","Administración Pública                   ","92","6","342","1389256 ","4062 "
"Morovis","101","Otros (Establecimientos no Clasificados) ","99","1","*","*","*"
"Naguabo","103","Total Municipio Primer Trimestre 2022 ","","183","  2,170 ","  12,337,312 ","  5,685 "
"Naguabo","103","Agricultura, Bosque, Pesca y Caza        ","11","15","  51 ","  194,526 ","  3,814 "
"Naguabo","103","Mineria                                  ","21","0","0","0","0"
"Naguabo","103","Electricidad, Agua y Gas                 ","22","2","*","*","*"
"Naguabo","103","Construcción                             ","23","21","  367 ","  1,762,042 ","  4,806 "
"Naguabo","103","Manufactura                              ","31-33","12","  348 ","  2,525,449 ","  7,264 "
"Naguabo","103","Alimentos                                ","311","7","  189 ","  783,137 ","  4,136 "
"Naguabo","103","Productos de Tabaco y Bebidas            ","312","0","0","0","0"
"Naguabo","103","Textiles                                 ","313","0","0","0","0"
"Naguabo","103","Productos Textiles Excepto Ropa          ","314","0","0","0","0"
"Naguabo","103","Ropa                                     ","315","1","*","*","*"
"Naguabo","103","Cuero y Productos Relacionados           ","316","0","0","0","0"
"Naguabo","103","Productos de Madera                      ","321","0","0","0","0"
"Naguabo","103","Papel                                    ","322","1","*","*","*"
"Naguabo","103","Imprenta e Industrias Relacionadas       ","323","1","*","*","*"
"Naguabo","103","Productos de Petróleo y Carbón           ","324","0","0","0","0"
"Naguabo","103","Productos Químicos                       ","325","1","*","*","*"
"Naguabo","103","Productos de Goma y Plásticos            ","326","0","0","0","0"
"Naguabo","103","Productos Minerales no Metálicos         ","327","0","0","0","0"
"Naguabo","103","Industrias de Materiales Primarios       ","331","0","0","0","0"
"Naguabo","103","Productos de Metal                       ","332","0","0","0","0"
"Naguabo","103","Maquinaria                               ","333","0","0","0","0"
"Naguabo","103","Computadora y Productos Electrónicos    ","334","0","0","0","0"
"Naguabo","103","Equipo y Aparatos Eléctricos             ","335","0","0","0","0"
"Naguabo","103","Equipo de Transportación                 ","336","0","0","0","0"
"Naguabo","103","Muebles y Productos Relacionados         ","337","1","*","*","*"
"Naguabo","103","Industrias Manufactureras Misceláneas    ","339","0","0","0","0"
"Naguabo","103","Comercio al por Mayor                    ","42","3","  9 ","  50,709 ","  5,634 "
"Naguabo","103","Comercio al Detal                        ","44-45","40","  453 ","  2,390,813 ","  5,274 "
"Naguabo","103","Transportación y Almacenamiento           ","48-49","2","*","*","*"
"Naguabo","103","Información                              ","51","1","*","*","*"
"Naguabo","103","Finanzas y Seguros                       ","52","2","*","*","*"
"Naguabo","103","Bienes Raíces, Renta o Arrendamiento     ","53","6","  24 ","  108,393 ","  4,455 "
"Naguabo","103","Servicios Profesionales y Técnicos       ","54","2","*","*","*"
"Naguabo","103","Gerencia de Companías y Empresas         ","55","0","0","0","0"
